20161129054941000120|16334049|BIL165003BF/DGI|20161129|20161129|0.12|kg|||T
D-00003670|1|700|10|0|mg|S||2|1||201611291606|0
D-00003670|1|700|10|0|mg|S||2|2||201611291700|0
D-00003670|1|700|10|720|mg|>||2|3||201611291821|18
001038|2|100|10|0|mg|S||2|1||201611291606|0
001038|2|100|10|0|mg|S||2|2||201611291700|0
001038|2|100|10|90|mg|T||2|3||201611291803|14
001051|3|2400|30|3592|mg|>|428616|1|1||201611291525|11
001051|3|2400|30|56752|mg|>X|428616|1|2||201611291622|44
001051|3|2400|30|0|mg|S||1|3||201611291737|0
001051|3|2400|24|2400|mg|T||2|3||201611291816|14
001052|4|2500|30|2492|mg|T|421529|1|1||201611291522|12
001052|4|2500|30|2486|mg|T|421529|1|2||201611291619|12
001052|4|2500|30|2496|mg|T|421529|1|3||201611291734|12
001068|5|100|10|91|mg|T|424617|1|1||201611291536|9
001068|5|100|10|90|mg|T|424617|1|2||201611291635|9
001068|5|100|10|90|mg|T|424617|1|3||201611291749|9
001073|6|190|10|0|mg|S||2|1||201611291606|0
001073|6|190|10|0|mg|S||2|2||201611291700|0
001073|6|190|10|190|mg|T||2|3||201611291804|28
001140|7|800|10|793|mg|T|414080|1|1||201611291535|50
001140|7|800|10|790|mg|T|414080|1|2||201611291633|50
001140|7|800|10|761|mg|<|414080|1|3||201611291747|50
001140|7|39|10|40|mg|T||2|3||201611291817|10
001080|8|1500|20|1500|mg|T|424164|1|1||201611291506|13
001080|8|1500|20|1500|mg|T|424164|1|2||201611291610|13
001080|8|1500|20|1498|mg|T|424164|1|3||201611291726|13
001092|9|1200|20|1200|mg|T|425539|1|1||201611291529|10
001092|9|1200|20|1201|mg|T|425539|1|2||201611291627|10
001092|9|1200|20|1209|mg|T|425539|1|3||201611291741|10
002013|10|4950|30|4939|mg|T|424845|1|1||201611291523|18
002013|10|4950|30|4949|mg|T|424845|1|2||201611291620|19
002013|10|4950|30|4940|mg|T|424845|1|3||201611291735|19
002031|11|400|10|0|mg|S||2|1||201611291606|0
002031|11|400|10|0|mg|S||2|2||201611291700|0
002031|11|400|10|420|mg|>||2|3||201611291805|12
002051|12|800|10|791|mg|T|428046|1|1||201611291517|111
002051|12|800|10|803|mg|T|428046|1|2||201611291616|10
002051|12|800|10|795|mg|T|428046|1|3||201611291732|12
002059|13|2500|30|2500|mg|T|429059|1|1||201611291507|13
002059|13|2500|30|2497|mg|T|429059|1|2||201611291611|14
002059|13|2500|30|2496|mg|T|429059|1|3||201611291727|14
003042|14|200|10|190|mg|T|418422|1|1||201611291528|22
003042|14|200|10|210|mg|T|418422|1|2||201611291625|33
003042|14|200|10|204|mg|T|418422|1|3||201611291740|30
003096|15|2500|30|2495|mg|T|423815|1|1||201611291509|13
003096|15|2500|30|2506|mg|T|423815|1|2||201611291613|13
003096|15|2500|30|2503|mg|T|423815|1|3||201611291729|13
003194|16|600|10|600|mg|T|426910|1|1||201611291522|9
003194|16|600|10|601|mg|T|426910|1|2||201611291619|9
003194|16|600|10|597|mg|T|426910|1|3||201611291735|10
003152|17|3000|30|2998|mg|T|426276|1|1||201611291537|15
003152|17|3000|30|2996|mg|T|426276|1|2||201611291635|16
003152|17|3000|30|2997|mg|T|426276|1|3||201611291749|15
003154|18|600|10|601|mg|T|426552|1|1||201611291532|9
003154|18|600|10|595|mg|T|426552|1|2||201611291630|9
003154|18|600|10|595|mg|T|426552|1|3||201611291745|9
004008|19|2000|20|2000|mg|T|428438|1|1||201611291522|12
004008|19|2000|20|1990|mg|T|428438|1|2||201611291619|11
004008|19|2000|20|2003|mg|T|428438|1|3||201611291735|11
004023|20|4000|30|4001|mg|T|425049|1|1||201611291537|17
004023|20|4000|30|4001|mg|T|425049|1|2||201611291636|17
004023|20|4000|30|4002|mg|T|425049|1|3||201611291750|17
004034|21|2000|20|1993|mg|T|425388|1|1||201611291508|11
004034|21|2000|20|2000|mg|T|425388|1|2||201611291613|11
004034|21|2000|20|1995|mg|T|425388|1|3||201611291728|11
004050|22|5810|30|5812|mg|T|429191|1|1||201611291527|31
004050|22|5810|30|5812|mg|T|429191|1|2||201611291625|32
004050|22|5810|30|5812|mg|T|429191|1|3||201611291739|32
D-00001584|23|800|10|461|mg|<|161006162850|1|1||201611291532|54
D-00001584|23|339|10|0|mg|S||2|1||201611291606|54
D-00001584|23|800|10|597|mg|<|161006162850|1|2||201611291630|64
D-00001584|23|203|10|0|mg|S||2|2||201611291700|64
D-00001584|23|800|10|0|mg|S||1|3||201611291746|0
D-00001584|23|800|10|820|mg|>||2|3||201611291811|23
005003|24|400|10|402|mg|T|412754|1|1||201611291538|24
005003|24|400|10|408|mg|T|412754|1|2||201611291636|24
005003|24|400|10|406|mg|T|412754|1|3||201611291751|24
005008|25|1500|20|1506|mg|T|427595|1|1||201611291530|10
005008|25|1500|20|1500|mg|T|427595|1|2||201611291628|10
005008|25|1500|20|1505|mg|T|427595|1|3||201611291742|10
005015|26|100|10|0|mg|S||2|1||201611291606|0
005015|26|100|10|0|mg|S||2|2||201611291700|0
005015|26|100|10|100|mg|T||2|3||201611291806|17
005017|27|300|10|310|mg|T|424940|1|1||201611291534|19
005017|27|300|10|310|mg|T|424940|1|2||201611291632|19
005017|27|300|10|319|mg|>|424940|1|3||201611291746|19
005022|28|300|10|0|mg|S||2|1||201611291606|0
005022|28|300|10|0|mg|S||2|2||201611291700|0
005022|28|300|10|320|mg|>||2|3||201611291816|14
005028|29|4000|30|4001|mg|T|417300|1|1||201611291505|17
005028|29|4000|30|3995|mg|T|417300|1|2||201611291610|17
005028|29|4000|30|3999|mg|T|417300|1|3||201611291725|17
005040|30|1500|15|0|mg|S||2|1||201611291606|0
005040|30|1500|15|0|mg|S||2|2||201611291700|0
005040|30|1500|15|1490|mg|T||2|3||201611291807|28
006019|31|700|10|697|mg|T|430234|1|1||201611291537|10
006019|31|700|10|694|mg|T|430234|1|2||201611291635|10
006019|31|700|10|695|mg|T|430234|1|3||201611291750|10
006044|32|600|10|596|mg|T|426820|1|1||201611291528|12
006044|32|600|10|595|mg|T|426820|1|2||201611291626|14
006044|32|600|10|594|mg|T|426820|1|3||201611291740|10
006079|33|2500|30|2498|mg|T|426911|1|1||201611291531|15
006079|33|2500|30|2501|mg|T|426911|1|2||201611291629|15
006079|33|2500|30|2500|mg|T|426911|1|3||201611291745|15
007030|34|1000|10|1001|mg|T|418958|1|1||201611291530|13
007030|34|1000|10|992|mg|T|418958|1|2||201611291628|10
007030|34|1000|10|1003|mg|T|418958|1|3||201611291742|10
008003|35|5000|30|5005|mg|T|428415|1|1||201611291521|17
008003|35|5000|30|5004|mg|T|428415|1|2||201611291618|17
008003|35|5000|30|5004|mg|T|428415|1|3||201611291733|17
008005|36|3000|30|0|mg|S||2|1||201611291606|0
008005|36|3000|30|0|mg|S||2|2||201611291700|0
008005|36|3000|30|2990|mg|T||2|3||201611291818|47
008032|37|1500|20|1494|mg|T|427386|1|1||201611291510|11
008032|37|1500|20|1499|mg|T|427386|1|2||201611291615|11
008032|37|1500|20|1498|mg|T|427386|1|3||201611291730|11
008020|38|1500|20|1500|mg|T|427648|1|1||201611291524|10
008020|38|1500|20|1495|mg|T|427648|1|2||201611291622|10
008020|38|1500|20|1495|mg|T|427648|1|3||201611291737|10
008021|39|100|10|0|mg|S||2|1||201611291606|0
008021|39|100|10|0|mg|S||2|2||201611291700|0
008021|39|100|10|80|mg|<||2|3||201611291807|11
008021|39|20|10|20|mg|T||2|3||201611291807|13
008033|40|3000|30|2990|mg|T|427437|1|1||201611291507|13
008033|40|3000|30|2988|mg|T|427437|1|2||201611291611|12
008033|40|3000|30|2996|mg|T|427437|1|3||201611291727|12
008039|41|3000|30|2978|mg|T|429337|1|1||201611291510|12
008039|41|3000|30|2990|mg|T|429337|1|2||201611291614|12
008039|41|3000|30|2983|mg|T|429337|1|3||201611291730|12
009011|42|1000|10|999|mg|T|425635|1|1||201611291529|11
009011|42|1000|10|1001|mg|T|425635|1|2||201611291627|11
009011|42|1000|10|1003|mg|T|425635|1|3||201611291742|11
009025|43|1200|20|1201|mg|T|427277|1|1||201611291507|10
009025|43|1200|20|1204|mg|T|427277|1|2||201611291612|10
009025|43|1200|20|1195|mg|T|427277|1|3||201611291727|10
