20170210033853000100|17041035|IMP183151K/IMP|20170210|20170210|0.1|kg|||T
001034|1|100|10|100|mg|T||2|1||201702101418|18
001034|1|100|10|0|mg|S||2|2||201702101435|0
001034|1|100|10|100|mg|T||2|3||201702101539|18
001034|1|100|10|0|mg|S||2|4||201702101557|0
001048|2|800|10|792|mg|T|428263|1|1||201702101359|11
001048|2|800|10|0|mg|S||1|2||201702101435|0
001048|2|800|10|790|mg|T|428263|1|3||201702101533|11
001048|2|800|10|0|mg|S||1|4||201702101557|0
001049|3|1000|10|990|mg|T|431852|1|1||201702101350|10
001049|3|1000|10|0|mg|S||1|2||201702101435|0
001049|3|1000|10|991|mg|T|431852|1|3||201702101523|10
001049|3|1000|10|0|mg|S||1|4||201702101557|0
001051|4|1200|20|1202|mg|T|428616|1|1||201702101344|10
001051|4|1200|20|0|mg|S||1|2||201702101435|0
001051|4|1200|20|1180|mg|T|428616|1|3||201702101518|10
001051|4|1200|20|0|mg|S||1|4||201702101557|0
001052|5|5000|30|4994|mg|T|430810|1|1||201702101337|20
001052|5|5000|30|0|mg|S||1|2||201702101435|0
001052|5|5000|30|5002|mg|T|430810|1|3||201702101513|19
001052|5|5000|30|0|mg|S||1|4||201702101557|0
D-00000035|6|400|10|0|mg|S||2|1||201702101423|0
D-00000035|6|400|10|0|mg|S||2|2||201702101435|0
D-00000035|6|400|10|390|mg|T||2|3||201702101546|33
D-00000035|6|400|10|0|mg|S||2|4||201702101557|0
001140|7|500|10|490|mg|T|414080|1|1||201702101351|14
001140|7|500|10|0|mg|S||1|2||201702101435|0
001140|7|500|10|490|mg|T|414080|1|3||201702101524|11
001140|7|500|10|0|mg|S||1|4||201702101557|0
002013|8|6000|30|5985|mg|T|432672|1|1||201702101339|19
002013|8|6000|30|0|mg|S||1|2||201702101435|0
002013|8|6000|30|5970|mg|T|432672|1|3||201702101515|20
002013|8|6000|30|0|mg|S||1|4||201702101557|0
D-00000148|9|100|10|102|mg|T|170104150508|1|1||201702101345|16
D-00000148|9|100|10|0|mg|S||1|2||201702101435|0
D-00000148|9|100|10|107|mg|T|170104150508|1|3||201702101518|16
D-00000148|9|100|10|0|mg|S||1|4||201702101557|0
D-00015660|10|250|10|0|mg|S||2|1||201702101423|0
D-00015660|10|250|10|0|mg|S||2|2||201702101435|0
D-00015660|10|250|10|240|mg|T||2|3||201702101548|24
D-00015660|10|250|10|0|mg|S||2|4||201702101557|0
D-00023106|11|950|10|0|mg|S||2|1||201702101423|0
D-00023106|11|950|10|0|mg|S||2|2||201702101435|0
D-00023106|11|950|10|950|mg|T||2|3||201702101549|22
D-00023106|11|950|10|0|mg|S||2|4||201702101557|0
D-00001143|12|400|10|399|mg|T|170130161020|1|1||201702101336|13
D-00001143|12|400|10|0|mg|S||1|2||201702101435|0
D-00001143|12|400|10|390|mg|T|170130161020|1|3||201702101512|14
D-00001143|12|400|10|0|mg|S||1|4||201702101557|0
090253|13|500|10|497|mg|T|433959|1|1||201702101356|10
090253|13|500|10|0|mg|S||1|2||201702101435|0
090253|13|500|10|501|mg|T|433959|1|3||201702101530|10
090253|13|500|10|0|mg|S||1|4||201702101557|0
