20170821064918000104|17233058|JDM307615J/MAG|20170821|20170823|0.104|kg|||T
001014|1|300|10|290|mg|T||2|1|INTER|201708221347|39
001014|1|300|10|0|mg|S||2|2||201708221617|0
001014|1|300|10|290|mg|T||2|3|INTER|201708231001|20
D-00013739|2|200|10|0|mg|S||2|1||201708221438|0
D-00013739|2|200|10|0|mg|S||2|2||201708221617|0
D-00013739|2|200|10|200|mg|T||2|3|INTER|201708230950|28
001059|3|4500|30|4478|mg|T|439014|1|1||201708211615|16
001059|3|4500|30|4492|mg|T|439014|1|2||201708221537|16
001059|3|4500|30|4475|mg|T|439014|1|3||201708221646|16
001068|4|400|10|398|mg|T|434875|1|1||201708211625|11
001068|4|400|10|398|mg|T|434875|1|2||201708221547|11
001068|4|400|10|394|mg|T|434875|1|3||201708221656|10
D-00095104|5|100|10|100|mg|T||2|1|INTER|201708221422|21
D-00095104|5|100|10|0|mg|S||2|2||201708221617|0
D-00095104|5|100|10|90|mg|T||2|3|INTER|201708230946|18
FFP001073|6|800|10|0|mg|S||2|1||201708221438|0
FFP001073|6|800|10|0|mg|S||2|2||201708221617|0
FFP001073|6|800|10|800|mg|T||2|3|INTER|201708230939|37
002001|7|5000|30|4995|mg|T|435436|1|1||201708211614|15
002001|7|5000|30|4989|mg|T|435436|1|2||201708221537|16
002001|7|5000|30|4983|mg|T|435436|1|3||201708221645|16
FFP002026|8|1500|20|1495|mg|T|435829|1|1||201708211606|12
FFP002026|8|1500|20|1493|mg|T|435829|1|2||201708221528|12
FFP002026|8|1500|20|1496|mg|T|435829|1|3||201708221634|12
002114|9|3000|30|2970|mg|T|436740|1|1||201708211627|12
002114|9|3000|30|0|mg|S||1|2||201708221549|0
002114|9|3000|30|0|mg|S||2|2||201708221617|0
002114|9|3000|30|0|mg|S||1|3||201708221659|0
002114|9|3000|30|2990|mg|T||2|3|INTER|201708230926|27
D-00049077|10|400|10|410|mg|T||2|1|INTER|201708221423|30
D-00049077|10|400|10|0|mg|S||2|2||201708221617|0
D-00049077|10|400|10|400|mg|T||2|3|INTER|201708230957|17
FFP003008|11|1500|20|1502|mg|T|436654/1|1|1||201708211624|13
FFP003008|11|1500|20|1480|mg|T|436654/1|1|2||201708221547|13
FFP003008|11|1500|20|1487|mg|T|436654/1|1|3||201708221656|13
D-00037413|12|100|10|90|mg|T||2|1|INTER|201708221432|20
D-00037413|12|100|10|0|mg|S||2|2||201708221617|0
D-00037413|12|100|10|100|mg|T||2|3|INTER|201708230953|13
D-00004952|13|200|10|0|mg|S||2|1||201708221438|0
D-00004952|13|200|10|0|mg|S||2|2||201708221617|0
D-00004952|13|200|10|200|mg|T||2|3|INTER|201708230949|18
003028|14|5000|50|0|mg|<||2|1|INTER|201708221348|5
003028|14|5000|50|0|mg|S||2|1|INTER|201708221438|0
003028|14|5000|50|0|mg|S||2|2||201708221617|0
003028|14|5000|50|4980|mg|T||2|3|INTER|201708230927|31
003040|15|100|10|0|mg|S||2|1||201708221438|0
003040|15|100|10|0|mg|S||2|2||201708221617|0
003040|15|100|10|100|mg|T||2|3|INTER|201708230928|23
003094|16|1500|20|0|mg|S||1|1||201708211606|0
003094|16|1500|15|0|mg|S||2|1||201708221438|0
003094|16|1500|20|1493|mg|T|444907|1|2||201708221528|11
003094|16|1500|20|1493|mg|T|444907|1|3||201708221634|11
D-00001889|17|100|10|0|mg|S||2|1||201708221438|0
D-00001889|17|100|10|0|mg|S||2|2||201708221617|0
D-00001889|17|100|10|90|mg|T||2|3|INTER|201708230945|13
FFP003136|18|100|10|0|mg|S||1|1||201708211604|0
FFP003136|18|100|10|0|mg|S||2|1||201708221438|0
FFP003136|18|100|10|0|mg|S||1|2||201708221527|0
FFP003136|18|100|10|0|mg|S||2|2||201708221617|0
FFP003136|18|100|10|0|mg|S||1|3||201708221633|0
FFP003136|18|100|10|110|mg|T||2|3|INTER|201708230939|19
D-00000925|19|500|10|490|mg|T||2|1|INTER|201708221421|23
D-00000925|19|500|10|0|mg|S||2|2||201708221617|0
D-00000925|19|500|10|500|mg|T||2|3|INTER|201708230947|24
003153|20|300|10|291|mg|T|444205|1|1||201708211616|9
003153|20|300|10|290|mg|T|444205|1|2||201708221538|18
003153|20|300|10|290|mg|T|444205|1|3||201708221647|17
D-00001558|21|700|10|710|mg|T|170704120425|1|1||201708211604|14
D-00001558|21|700|10|701|mg|T|170704120425|1|2||201708221526|13
D-00001558|21|700|10|710|mg|T|170704120425|1|3||201708221633|13
D-00008503|22|500|10|0|mg|S||2|1||201708221438|0
D-00008503|22|500|10|0|mg|S||2|2||201708221617|0
D-00008503|22|500|10|490|mg|T||2|3|INTER|201708230948|28
003163|23|400|10|0|mg|S||2|1||201708221438|0
003163|23|400|10|0|mg|S||2|2||201708221617|0
003163|23|400|10|400|mg|T||2|3|INTER|201708230929|26
003257|24|200|10|196|mg|T|436721|1|1||201708211620|10
003257|24|200|10|192|mg|T|436721|1|2||201708221543|9
003257|24|200|10|194|mg|T|436721|1|3||201708221651|9
D-00051129|25|300|10|290|mg|T||2|1|INTER|201708221431|22
D-00051129|25|300|10|0|mg|S||2|2||201708221617|0
D-00051129|25|300|10|290|mg|T||2|3|INTER|201708230944|36
D-00000015|26|300|10|298|mg|T|170704122111|1|1||201708211606|10
D-00000015|26|300|10|298|mg|T|170704122111|1|2||201708221528|10
D-00000015|26|300|10|299|mg|T|170704122111|1|3||201708221635|10
004071|27|300|10|297|mg|T|422003|1|1||201708211609|9
004071|27|300|10|301|mg|T|422003|1|2||201708221531|9
004071|27|300|10|301|mg|T|422003|1|3||201708221637|9
D-00000815|28|300|10|0|mg|S||2|1||201708221438|0
D-00000815|28|300|10|0|mg|S||2|2||201708221617|0
D-00000815|28|300|10|300|mg|T||2|3|INTER|201708230945|16
004023|29|6500|30|6504|mg|T|440312|1|1||201708211625|18
004023|29|6500|30|6506|mg|T|440312|1|2||201708221548|18
004023|29|6500|30|6507|mg|T|440312|1|3||201708221657|19
D-00001363|30|500|10|504|mg|T|170803165215|1|1||201708211605|12
D-00001363|30|500|10|494|mg|T|170803165215|1|2||201708221527|13
D-00001363|30|500|10|507|mg|T|170803165215|1|3||201708221634|13
FFP005002|31|600|10|595|mg|T|426004|1|1||201708211629|13
FFP005002|31|600|10|610|mg|T|426004|1|2||201708221551|14
FFP005002|31|600|10|590|mg|T|426004|1|3||201708221700|14
005028|32|4000|30|4002|mg|T|441802|1|1||201708211603|17
005028|32|4000|30|3994|mg|T|441802|1|2||201708221526|16
005028|32|4000|30|3989|mg|T|441802|1|3||201708221632|16
D-00001070|33|100|10|0|mg|S||2|1||201708221438|0
D-00001070|33|100|10|0|mg|S||2|2||201708221617|0
D-00001070|33|100|10|100|mg|T||2|3|INTER|201708230956|15
FFP005055|34|100|10|0|mg|S||2|1||201708221438|0
FFP005055|34|100|10|0|mg|S||2|2||201708221617|0
FFP005055|34|100|10|90|mg|T||2|3|INTER|201708230934|16
D-00001404|35|100|10|90|mg|T|170808114703|1|1||201708211609|10
D-00001404|35|100|10|90|mg|T|170808114703|1|2||201708221532|10
D-00001404|35|100|10|90|mg|T|170808114703|1|3||201708221638|10
