20170724071607000186|17205038|ANL306085MF/JJJ|20170724|20170803|0.186|kg|||T
D-00000857|1|1000|10|990|mg|T|170704112220|1|1||201707241650|18
D-00000857|1|1000|10|995|mg|T|170704112220|1|2||201707251026|20
D-00000857|1|1000|10|999|mg|T|170704112220|1|3||201708031054|17
FFP001051|2|200|10|0|mg|S||2|1||201707251014|0
FFP001051|2|200|10|0|mg|<||2|2|INTER|201707251126|3
FFP001051|2|200|10|190|mg|T||2|2|INTER|201707251134|11
FFP001051|2|200|10|0|mg|S||2|3||201708031541|0
090287|3|1800|20|1801|mg|T|441990|1|1||201707241704|21
090287|3|1800|20|1791|mg|T|441990|1|2||201707251039|19
090287|3|1800|20|1792|mg|T|441990|1|3||201708031105|18
001150|4|1200|20|1180|mg|T|437616|1|1||201707241653|12
001150|4|1200|20|1180|mg|T|437616|1|2||201707251028|10
001150|4|1200|20|1203|mg|T|437616|1|3||201708031056|12
FFP001073|5|2400|24|0|mg|S||2|1||201707251014|0
FFP001073|5|2400|24|2370|mg|<||2|2|INTER|201707251126|27
FFP001073|5|30|24|20|mg|T||2|2|INTER|201707251126|6
FFP001073|5|2400|24|2400|mg|T||2|3|INTER|201708031431|53
001151|6|400|10|400|mg|T||2|1|INTER|201707250959|25
001151|6|400|10|400|mg|T||2|2|INTER|201707251112|19
001151|6|400|10|400|mg|T||2|3|INTER|201708031415|28
002078|7|1000|10|998|mg|T|438387|1|1||201707241708|10
002078|7|1000|10|998|mg|T|438387|1|2||201707251043|11
002078|7|1000|10|998|mg|T|438387|1|3||201708031108|10
090260|8|5600|30|5601|mg|T|442746|1|1||201707241704|18
090260|8|5600|30|5595|mg|T|442746|1|2||201707251038|16
090260|8|5600|30|0|mg|S||1|3||201708031105|0
090260|8|5600|56|5590|mg|T||2|3|INTER|201708031424|46
003008|9|1400|20|1392|mg|T|441639|1|1||201707241648|12
003008|9|1400|20|1394|mg|T|441639|1|2||201707251025|12
003008|9|1400|20|1394|mg|T|440296|1|3||201708031053|12
003340|10|1200|20|1180|mg|T|438619|1|1||201707241648|27
003340|10|1200|20|0|mg|S||1|2||201707251025|0
003340|10|1200|12|1230|mg|>||2|2|INTER|201707251121|11
003340|10|1200|20|1198|mg|T|442947|1|3||201708031053|11
003028|11|7400|74|7410|mg|T||2|1|INTER|201707251005|79
003028|11|7400|74|7360|mg|T||2|2|INTER|201707251117|37
003028|11|7400|74|7410|mg|T||2|3|INTER|201708031416|67
