20170721032844000063|17202031|ANL140258BD/ALU|20170721|20170725|0.0632|kg|||T
139317|1|30|10|30|mg|T||2|1|VDOSR|201707241459|19
139317|1|30|10|0|mg|S||2|2||201707250856|0
D-00001409|2|120|10|130|mg|T||2|1|VDOSR|201707211448|21
D-00001409|2|120|10|0|mg|S||2|2||201707250856|0
D-00000159|3|70|10|80|mg|T||2|1|VDOSR|201707211440|8
D-00000159|3|70|10|0|mg|S||2|2||201707250856|0
001048|4|300|10|293|mg|T|436603|1|1||201707211308|9
001048|4|300|10|292|mg|T|436603|1|2||201707241732|9
001073|5|300|10|290|mg|T||2|1|VDOSR|201707211345|10
001073|5|300|10|0|mg|S||2|2||201707250856|0
001151|6|430|10|420|mg|T||2|1|VDOSR|201707211401|24
001151|6|430|10|0|mg|S||2|2||201707250856|0
002076|7|1340|13|0|mg|<||2|1|VDOSR|201707211350|12
002076|7|1340|13|1330|mg|T||2|1|VDOSR|201707211400|18
002076|7|1340|13|0|mg|S||2|2||201707250856|0
002044|8|2600|30|2592|mg|T|442371|1|1||201707211308|11
002044|8|2600|30|2595|mg|T|442371|1|2||201707241732|11
D-00001143|9|480|10|470|mg|T|170704085143|1|1||201707211248|16
D-00001143|9|480|10|475|mg|T|170704085143|1|2||201707241715|14
003028|10|40|10|40|mg|T||2|1|VDOSR|201707211352|12
003028|10|40|10|0|mg|S||2|2||201707250856|0
003175|11|310|10|320|mg|T||2|1|VDOSR|201707241046|19
003175|11|310|10|0|mg|S||2|2||201707250856|0
003041|12|60|10|60|mg|T|437942|1|1||201707211252|13
003041|12|60|10|50|mg|T|437942|1|2||201707241719|9
003043|13|60|10|51|mg|T|435701|1|1||201707211244|4
003043|13|60|10|67|mg|T|435701|1|2||201707241708|29
003167|14|720|10|710|mg|T||2|1|VDOSR|201707211400|22
003167|14|720|10|0|mg|S||2|2||201707250856|0
D-00003150|15|70|10|70|mg|T||2|1|VDOSR|201707211510|12
D-00003150|15|70|10|0|mg|S||2|2||201707250856|0
003264|16|220|10|210|mg|T||2|1|VDOSR|201707211416|19
003264|16|220|10|0|mg|S||2|2||201707250856|0
D-00002116|17|80|10|80|mg|T||2|1|VDOSR|201707241500|22
