20170308080529000096|17067073|JDM227038BI/BPM|20170308|20170310|0.096|kg|||T
D-00000159|1|100|10|0|mg|S||2|1||201703090938|0
D-00000159|1|100|10|110|mg|T||2|2||201703101542|8
D-00009153|2|200|10|0|mg|S||2|1||201703090938|0
D-00009153|2|200|10|190|mg|T||2|2||201703101514|15
D-00000857|3|500|10|510|mg|T|170104134128|1|1||201703081750|14
D-00000857|3|500|10|510|mg|T|170104134128|1|2||201703090947|14
D-00000468|4|500|10|500|mg|T|170104144226|1|1||201703081800|11
D-00000468|4|500|10|491|mg|T|170104144226|1|2||201703090957|11
090259|5|1000|10|0|mg|S||2|1||201703090938|0
090259|5|1000|10|1040|mg|>||2|2||201703101514|17
001059|6|300|10|298|mg|T|431164|1|1||201703081757|10
001059|6|300|10|299|mg|T|431164|1|2||201703090953|10
D-00047151|7|300|10|0|mg|S||2|1||201703090938|0
D-00047151|7|300|10|290|mg|T||2|2||201703101553|13
001193|8|100|10|0|mg|S||2|1||201703090938|0
001193|8|100|10|90|mg|T||2|2||201703101520|20
001092|9|1500|20|1498|mg|T|430595|1|1||201703081757|12
001092|9|1500|20|1498|mg|T|430595|1|2||201703090954|12
001107|10|200|10|0|mg|S||1|1||201703081744|0
001107|10|200|10|0|mg|S||2|1||201703090938|0
001107|10|200|10|0|mg|S||1|2||201703090940|0
001107|10|200|10|200|mg|T||2|2||201703101509|7
002001|11|400|10|0|mg|S||1|1||201703081755|0
002001|11|400|10|0|mg|S||2|1||201703090938|0
002001|11|400|10|0|mg|S||1|2||201703090952|0
002001|11|400|10|390|mg|T||2|2||201703101526|14
FFP002026|12|2000|20|1994|mg|T|429507|1|1||201703081745|13
FFP002026|12|2000|20|1997|mg|T|429507|1|2||201703090941|13
090261|13|500|10|0|mg|S||2|1||201703090938|0
090261|13|500|10|500|mg|T||2|2||201703101506|12
D-00047026|14|500|10|0|mg|S||2|1||201703090938|0
D-00047026|14|500|10|490|mg|T||2|2||201703101553|15
003040|15|400|10|0|mg|S||2|1||201703090938|0
003040|15|400|10|400|mg|T||2|2||201703101542|13
FFP003042|16|400|10|5663|mg|>X|418422/1|1|1||201703081756|45
FFP003042|16|400|10|0|mg|S||1|2||201703090953|0
FFP003042|16|400|10|380|mg|<||2|2||201703101504|10
FFP003042|16|20|10|10|mg|T||2|2||201703101504|7
003069|17|100|10|0|mg|S||2|1||201703090938|0
003069|17|100|10|100|mg|T||2|2||201703101543|8
003071|18|300|10|0|mg|S||2|1||201703090938|0
003071|18|300|10|310|mg|T||2|2||201703101519|22
D-00002894|19|100|10|0|mg|S||2|1||201703090938|0
D-00002894|19|100|10|90|mg|T||2|2||201703101552|14
D-00001064|20|200|10|0|mg|S||2|1||201703090938|0
D-00001064|20|200|10|200|mg|T||2|2||201703101505|11
003094|21|500|10|501|mg|T|427722|1|1||201703081745|10
003094|21|500|10|499|mg|T|427722|1|2||201703090940|10
D-00073756|22|200|10|0|mg|S||2|1||201703090938|0
D-00073756|22|200|10|200|mg|T||2|2||201703101545|12
FFP003136|23|3000|30|0|mg|S||1|1||201703081742|0
FFP003136|23|3000|30|0|mg|S||2|1||201703090938|0
FFP003136|23|3000|30|0|mg|S||1|2||201703090939|0
FFP003136|23|3000|30|2990|mg|T||2|2||201703101556|38
D-00048736|24|200|10|0|mg|S||2|1||201703090938|0
D-00048736|24|200|10|190|mg|T||2|2||201703101541|23
003155|25|500|10|504|mg|T|427973|1|1||201703081754|10
003155|25|500|10|497|mg|T|427973|1|2||201703090951|9
FFP004005|26|100|10|0|mg|S||2|1||201703090938|0
FFP004005|26|100|10|80|mg|<||2|2||201703101511|8
FFP004005|26|20|10|10|mg|T||2|2||201703101511|8
090294|27|300|10|0|mg|S||2|1||201703090938|0
090294|27|300|10|290|mg|T||2|2||201703101513|14
004023|28|4000|30|4001|mg|T|431460|1|1||201703081807|17
004023|28|4000|30|4001|mg|T|431460|1|2||201703091003|16
004034|29|300|10|302|mg|T|430737|1|1||201703081743|9
004034|29|300|10|298|mg|T|430737|1|2||201703090940|9
004050|30|20300|100|20301|mg|T|436679|1|1||201703081755|82
004050|30|20300|100|20301|mg|T|436679|1|2||201703090952|89
005003|31|100|10|90|mg|T|424093|1|1||201703081807|9
005003|31|100|10|90|mg|T|424093|1|2||201703091004|9
D-00001109|32|100|10|0|mg|S||2|1||201703090938|0
D-00001109|32|100|10|110|mg|T||2|2||201703101510|9
005010|33|400|10|392|mg|T|433846|1|1||201703081806|9
005010|33|400|10|390|mg|T|433846|1|2||201703091003|9
D-00001113|34|500|10|0|mg|S||2|1||201703090938|0
D-00001113|34|500|10|510|mg|T||2|2||201703101552|9
005040|35|200|10|0|mg|S||2|1||201703090938|0
